trade_day,signal_day,direction,entry_price,exit_price,final_return,final_return_pct,max_return,max_return_pct,max_drawdown,max_drawdown_pct,hours_captured
2024-12-23,2024-12-22,short,42812.0,42858.0,-46.0,-0.10744651032420817,358.0,0.8362141455666636,95.0,0.22190040175651687,11
2024-12-27,2024-12-26,short,43161.0,42945.0,216.0,0.5004517967609647,495.0,1.1468687009105443,16.0,0.03707050346377517,11
2024-12-31,2024-12-30,short,42674.0,42522.0,152.0,0.3561887800534283,299.0,0.7006608239208887,78.0,0.18278108450110137,11
2025-01-08,2025-01-07,short,42662.0,42615.0,47.0,0.11016829965777508,337.0,0.7899301486100041,10.0,0.02344006375697342,11
2025-01-14,2025-01-13,short,42445.0,42582.0,-137.0,-0.32277064436329367,304.0,0.7162209918718341,147.0,0.34633054541170927,11
2025-01-16,2025-01-15,short,43231.0,43081.0,150.0,0.34697323679766834,194.0,0.4487520529249844,38.0,0.0878998866554093,11
2025-01-17,2025-01-16,short,43276.0,43447.0,-171.0,-0.39513818282650887,16.0,0.036971993714761064,359.0,0.8295591089749514,11
2025-01-21,2025-01-20,short,43627.0,44039.0,-412.0,-0.944369312581658,50.0,0.11460792628418182,435.0,0.9970889586723817,11
2025-01-22,2025-01-21,short,44077.0,44130.0,-53.0,-0.12024411824761214,50.0,0.11343784740340766,115.0,0.2609070490278376,11
2025-01-24,2025-01-23,short,44473.0,44372.0,101.0,0.22710408562498594,165.0,0.37101162503091767,54.0,0.12142198637375486,11
2025-01-27,2025-01-26,short,43993.0,44699.0,-706.0,-1.6048007637578705,42.0,0.09546973382128975,745.0,1.6934512308776395,11
2025-01-30,2025-01-29,short,44888.0,44891.0,-3.0,-0.006683300659418998,276.0,0.6148636606665479,129.0,0.2873819283550169,11
2025-01-31,2025-01-30,short,45014.0,44520.0,494.0,1.0974363531345803,533.0,1.1840760652241524,34.0,0.07553205669347314,11
2025-02-05,2025-02-04,short,44472.0,44907.0,-435.0,-0.978143550998381,141.0,0.3170534268753373,446.0,1.002878215506386,11
2025-02-06,2025-02-05,short,44985.0,44657.0,328.0,0.7291319328665111,462.0,1.0270090030010004,2.0,0.00444592641991775,11
2025-02-07,2025-02-06,short,44756.0,44294.0,462.0,1.0322638305478595,495.0,1.1059969613012781,78.0,0.17427830905353472,11
2025-02-10,2025-02-09,short,44434.0,44456.0,-22.0,-0.04951163523428005,156.0,0.3510825043885313,171.0,0.38484043750281316,11
2025-02-12,2025-02-11,short,44541.0,44393.0,148.0,0.33227812577176086,462.0,1.0372465818010372,52.0,0.11674636851440245,11
2025-02-13,2025-02-12,short,44379.0,44721.0,-342.0,-0.7706347596836342,49.0,0.11041258252777214,391.0,0.8810473422114063,11
2025-02-14,2025-02-13,short,44550.0,44503.0,47.0,0.10549943883277216,93.0,0.20875420875420878,181.0,0.4062850729517396,11
2025-02-19,2025-02-18,short,44492.0,44567.0,-75.0,-0.16856963049536997,191.0,0.42929065899487545,136.0,0.3056729299649375,11
2025-02-21,2025-02-20,short,44238.0,43394.0,844.0,1.90786201907862,910.0,2.0570550205705502,3.0,0.006781500067815,11
2025-02-24,2025-02-23,short,43712.0,43503.0,209.0,0.4781295754026354,356.0,0.8144216691068814,36.0,0.08235724743777453,11
2025-02-26,2025-02-25,short,43733.0,43427.0,306.0,0.6997004550339561,472.0,1.0792765188759061,125.0,0.28582534927857683,11
2025-03-03,2025-03-02,short,43913.0,43252.0,661.0,1.5052490150980349,999.0,2.274952747477968,132.0,0.30059435702411585,11
2025-03-07,2025-03-06,short,42630.0,42749.0,-119.0,-0.2791461412151067,476.0,1.116584564860427,259.0,0.6075533661740559,11
2025-11-03,2025-11-02,short,47610.5,47310.5,300.0,0.6301131053024018,488.0,1.0249839846252402,27.0,0.056710179477216155,11
2025-11-06,2025-11-05,short,47281.5,46960.5,321.0,0.6789124710510454,524.0,1.1082558717468778,77.0,0.16285439336738472,11
